amount_usd,buy_token0_impact_pct,sell_token0_impact_pct,buy_token0_out,sell_token1_out
1000,4.003702,3.874270,19356.053698392781457842,0.325127777001985722
5000,15.978104,13.876031,86787.987098724608271042,1.456493211544226180
10000,30.946106,23.788207,153735.096869443827492868,2.577725118176371038
25000,75.850114,43.348577,286195.610996908954830216,4.790328103196532657
50000,150.456788,60.321561,401885.939172799430471027,6.710254797555109484
