amount_usd,buy_token0_impact_pct,sell_token0_impact_pct,buy_token0_out,sell_token1_out
1000,8.556048,14.121139,37.333057393775736609,0.288540068059191232
5000,22.625484,49.785003,165.248243375926070544,0.843574217185886637
10000,37.098141,68.237481,295.607885976384635380,1.067172890737929051
25000,69.482316,86.724876,597.810033838609152139,1.115060539893210471
50000,109.556770,93.330580,966.976434313552905232,1.120412403519137725
