amount_usd,buy_token0_impact_pct,sell_token0_impact_pct,buy_token0_out,sell_token1_out
1000,7.013952,83.391434,37.624586042026086357,0.056167801685016962
5000,35.059847,96.678225,149.058204156938773895,0.056168849719141143
10000,71.845550,98.339109,234.300839405756841159,0.056168960716162082
25000,128.739944,99.335643,440.058215367703697681,0.056169025524418081
50000,157.709033,99.667821,781.182485939948641704,0.056169046837834139
