amount_usd,buy_token0_impact_pct,sell_token0_impact_pct,buy_token0_out,sell_token1_out
1000,11.007121,19.396996,96730.887795026318350360,0.269734620624196263
5000,69.598418,71.883973,316565.964377424904983773,0.470445612574485406
10000,189.211124,84.755644,371279.540962391921034817,0.510146078218822305
25000,537.933175,93.586865,420804.943548189762771664,0.536532251921596545
50000,1018.855718,96.737997,479857.106182179554531196,0.545807823659012511
