amount_usd,buy_token0_impact_pct,sell_token0_impact_pct,buy_token0_out,sell_token1_out
1000,4.001051,3.832026,19285.232162860847622333,0.321249093607321812
5000,15.964850,13.706216,86478.118414295043968458,1.441321823035748300
10000,30.919600,23.521850,153199.705587678752275422,2.554752389327878492
25000,75.783847,42.979526,285248.679042153219449519,4.761921972139285583
