vault,type,token0,token1,amount0,amount1,price0_usd,price1_usd,tvl_usd
0xf790870ccf6ae66ddc69f68e6d05d446f1a6ad83,public,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,6392.384742,0.772217737829245427,0.99996800,2983.06000000,8695.75
