amount_usd,buy_token0_impact_pct,sell_token0_impact_pct,buy_token0_out,sell_token1_out
1000,6.993558,74.341732,37.301850223333180874,0.086416598079869402
5000,35.265034,94.868274,147.527322869777899388,0.086417820398276826
10000,71.802131,97.434133,232.305481531390264217,0.086417936396887986
25000,127.605476,98.973653,438.374522456337598039,0.086418003063712915
50000,155.779902,99.486826,780.174211416348542215,0.086418024820307591
